anchor,positive,negative
227329,155485,64879
35437,223994,214114
65085,47651,172580
135400,180528,204497
224425,65371,15717
131952,215177,131050
42147,7894,227132
215020,169284,146459
35604,8105,44901
63746,175275,118645
6668,8973,21090
175624,170455,10306
216321,43331,126485
228782,218128,78994
9349,210022,168260
125456,121155,46501
37031,3311,42332
227327,205507,60176
51222,134218,38062
174609,116236,67928
7942,60287,175257
205524,219079,63658
229458,141997,191364
146496,47831,223987
55060,162915,65382
227190,231712,62973
200645,205114,3213
162932,33968,122345
206982,34632,73336
60043,6672,69444
227101,195248,204814
224760,39890,144458
175197,137191,45575
153734,6999,58984
60146,229470,147719
35530,227144,150710
149177,34191,11729
35605,223985,2975
10366,160869,1505
214576,215273,15609
35721,225658,23302
226189,223634,150139
198220,6110,169604
214999,227136,44556
168452,153861,35943
227339,215123,9418
147625,150492,19252
230903,225319,157214
55028,32801,14636
11300,214512,8909
215202,207848,58065
3597,214760,169266
8383,35800,60575
148091,35930,171441
60200,214700,228452
168309,8042,5270
227742,151888,50328
175197,159679,42589
35378,7968,171130
2984,223452,54323
184171,139248,32774
56331,122224,135210
8087,226630,232107
9293,91891,209844
224611,227984,139890
10572,922,195538
175159,8973,60787
215010,205736,72181
208612,155484,133745
35428,39184,61397
227360,54446,221251
228393,122326,64879
215031,205880,17470
222891,32801,44595
145077,204781,56388
171124,226527,71239
55055,6325,61350
206950,215972,45467
56337,55679,1121
9357,6325,56395
175197,225377,87485
204078,59987,35158
165302,116754,78100
209304,222891,163495
222104,204769,40209
48645,214710,43245
56437,60249,229156
224194,35648,64968
205104,197643,225414
34617,35564,209304
146566,206989,72680
35151,226918,156226
64999,161176,138696
9454,212303,79472
221945,64979,35620
226552,209933,160869
60066,65138,150556
41338,209931,165643
92193,7734,46514
67769,215269,136150
205556,51853,11567
169088,35159,59520
215361,218005,68988
170323,35439,204686
215081,50720,35494
109881,59996,46133
35548,228968,65105
183533,65504,69286
227219,8063,39651
153861,227087,46163
9333,227422,50519
215060,209904,177547
168419,205680,84121
172799,39575,35793
8310,212100,209874
11335,43117,138591
59122,136257,224271
222929,7884,209641
227074,42080,223864
218177,142251,25089
204009,205505,66821
47603,57242,16179
214704,35661,213574
153876,39702,65091
38994,35508,78552
147952,175369,148302
228393,7336,214479
215370,60300,228194
217273,92632,121986
9352,42686,8380
214746,204022,123435
214618,8208,9263
214378,9412,117635
231055,35798,227120
4631,169278,223695
60075,7972,50438
214469,208701,61361
39749,43038,178195
118507,60206,41534
92186,175138,60267
227399,39285,161574
60229,8376,221625
6526,65118,39749
35972,165233,144926
121934,227324,56124
105234,151791,63117
227408,9324,33513
39185,220820,48649
39259,172816,41534
65270,125418,152072
227435,214678,50531
168381,209975,15285
5937,61767,6375
229471,9379,158265
59523,217971,18174
58548,206107,74410
49406,223307,180868
64909,60025,60040
215230,169280,163227
144624,171603,1441
36707,163052,139702
221938,10583,91245
35915,41354,226725
60072,35467,206497
9839,35802,152855
9388,217284,29806
55109,30444,30815
205536,92749,45269
63765,226707,30
35564,131282,18729
153608,166109,64863
35789,57893,156829
124852,136257,168466
223430,4412,133954
226829,49561,78869
64644,123595,166497
171615,35483,146687
214154,217745,26980
92183,223636,232085
60392,221616,139709
8266,225313,127365
164745,120698,8027
142131,9267,34082
157147,169271,57346
32667,214766,160621
205434,205229,8793
6104,46451,103311
183590,8938,193899
171430,228782,1396
227359,223427,71779
230903,6110,89829
214694,221358,212467
171073,138647,30040
59527,35697,123679
172724,2930,64213
112526,168444,228125
223645,227074,143679
205652,183415,225529
59686,223961,169536
4625,39115,101119
175275,40245,177670
227939,49707,153920
204028,148015,73248
41353,229658,18732
204412,60,10772
216396,215175,115444
153636,35915,57951
59495,168378,78159
55694,214713,52461
206540,45952,153584
200646,172675,204770
228400,169265,228978
43064,183705,15530
228765,37841,227778
204412,42683,148467
221187,229453,142957
168393,35960,223995
215057,55153,214751
58942,125429,35943
228977,223385,49955
172711,60076,83339
214977,179307,153733
228330,221068,74430
50840,131873,209941
216343,133370,165703
168381,8916,58169
214613,215092,165638
211391,209910,18046
180056,170993,209770
56425,86061,224746
51691,126579,9852
9496,51223,221013
64752,223662,222854
223982,206981,103357
232396,43423,60195
8382,175621,76730
47821,168357,26161
209848,215165,2686
217285,139248,150448
225643,214405,64752
223991,148265,293
227408,55691,4763
227202,209507,4787
225350,145652,69182
229156,10784,56641
198595,205124,221005
52469,46860,107605
208556,146945,155506
128995,231712,38553
163048,57581,182219
169967,171122,1479
224608,181179,79213
8281,33936,57547
228972,197803,13557
172788,172905,14784
60060,142259,4908
214452,9355,56080
35487,168408,11404
43211,11629,227065
223864,64608,39442
227821,170229,426
128983,35809,69886
64896,35484,20773
48645,229152,30815
100069,47920,207848
106624,227026,59826
227066,228991,44193
39831,214987,87065
204691,205507,56769
183528,2992,102497
162961,35856,59223
209967,111283,1698
40166,157357,56746
225658,9267,177193
218087,209995,170397
2882,228988,229154
218086,127362,221712
161174,220827,447
214589,56410,139515
55728,9153,127975
9236,175182,214758
129845,60052,183415
54022,163873,24501
57937,205730,69328
227110,196408,22315
215032,42679,35610
223426,214448,224694
35630,9838,229337
173423,6319,177736
64844,34038,2537
221231,194797,9297
6099,183436,170941
34036,153799,159736
7391,227813,64679
35506,209865,74432
142257,140007,45903
205489,9266,11318
168429,231920,232206
3986,54390,168631
164407,10582,138647
33708,3965,208866
223996,226406,89275
35206,181179,19572
8019,204022,45279
213153,58602,61083
226549,55004,52582
60229,197847,47203
45842,204783,214628
214569,126532,32811
227395,9848,49372
227267,227031,54565
56477,227065,47021
168419,229470,35648
65109,35712,45863
125433,225655,63351
157351,161036,229455
205460,65407,54824
224713,175138,486
214507,214608,67496
210061,214736,27379
60151,227145,122797
64951,75791,193864
150827,4263,19176
174822,174435,65361
51691,74242,208866
47146,52439,10345
206987,209999,162275
194747,205442,145930
60121,210188,204764
197787,41568,165782
7951,205692,215378
170912,168304,204789
147209,39803,6104
225638,119618,21090
214547,225351,73425
208695,225358,62869
214685,139532,14821
225415,9381,42155
226916,156023,16605
155487,216388,227379
221199,9983,227400
60237,215051,133597
147952,34610,209782
55063,224713,60841
147724,171705,110875
60181,174605,9878
208690,214444,107054
135466,42564,141472
228426,216324,35528
59715,129855,164957
215164,214625,18354
34274,209022,23346
33661,209903,51856
168320,226901,205691
206999,184136,142420
221710,36707,199036
210122,174914,115472
51997,9916,44954
152663,170918,49168
134315,227744,227284
42093,149279,3536
39704,215123,159738
205123,218192,42946
2805,34308,66417
41301,170444,1671
168264,103506,178311
223652,119743,45122
174788,219570,74061
205214,231015,106380
58487,4021,135506
3110,175194,165698
217972,74077,8658
224415,218134,174820
35575,55004,206148
224000,33367,56124
227439,60177,142954
66825,57436,28559
9955,197723,164208
176888,191406,1787
143959,226727,69082
5004,43492,62319
194408,50083,64613
170471,42633,103731
59511,214365,44046
210182,204766,10335
168436,223393,41648
214728,226819,35650
228400,216398,17891
42688,40245,9304
35185,205111,29787
54099,10504,221239
212318,144626,144453
210187,60401,47923
220603,215177,73644
209875,228970,46958
183533,42151,139602
209917,55676,57488
215113,227399,215298
68681,217938,227090
229655,58729,222437
227745,143859,210022
30467,11296,170754
10337,168416,163943
10967,212261,207834
209970,35815,230638
171124,215218,60403
171434,205196,228175
48649,162966,200637
175125,144117,73257
227927,94957,155504
172789,117824,112490
65162,9526,36038
144218,227944,205500
38353,222922,30012
168468,117825,65714
206920,140109,9462
145541,206452,45228
218077,231920,50253
208733,175203,231177
9239,34622,107600
215226,55025,2686
197803,35502,51918
212015,69231,45590
227161,214493,58724
9399,209993,74425
93322,198268,204432
204773,148386,44469
34305,145234,35967
30444,170969,9992
227327,55693,160623
37117,175598,32740
225659,153627,225084
42049,227980,61342
196600,151090,226421
225327,36491,32272
170376,139473,13418
184241,139513,22682
33374,174610,3802
35436,126880,116577
214688,231387,107309
10781,152803,138052
209850,209957,161674
35610,49455,69163
148303,131105,28418
42106,10744,12313
214684,170478,50628
168274,229154,85757
60231,32674,37586
161175,9394,205719
229655,175799,27602
214704,163017,1676
175343,65118,179583
215167,35706,215928
8096,42112,175258
227413,214657,231350
64979,168481,44272
42162,228983,1565
207023,218703,22200
159679,215110,36814
172742,215116,116241
153737,175629,10357
9355,226532,214508
223956,216281,50561
197796,9440,81231
205556,33353,156152
149582,215073,9262
205879,215347,21646
169279,230903,7668
215341,220583,156060
223430,5269,399
10759,148892,231377
147813,116236,64692
175214,214405,43732
56427,175120,143659
168296,35611,32719
139943,10938,72869
181061,227036,3087
216340,225242,170900
36420,124925,59741
225321,10510,39831
119649,205496,24247
209924,35469,50581
9459,226855,106479
35945,125442,40935
2977,208574,154441
41564,57222,7405
215072,227130,213765
47826,172903,169624
214363,146564,157174
6549,138163,41858
30728,225374,165231
51540,227079,52611
9300,36744,209947
41301,161781,139120
51997,205424,25222
148593,216343,13780
55158,215157,86308
55142,215154,57453
175161,153944,74876
214442,35799,144626
228964,2873,86321
11838,214524,58234
204771,144092,36492
30374,116237,209890
32107,122646,26087
209922,169481,170993
228873,215352,9296
225335,208609,232204
231384,4241,162869
212056,196593,215931
43211,34235,49263
48547,196859,41667
65439,227820,11651
214480,35668,112264
209912,227152,44007
140988,175210,4438
42816,151440,218284
169271,35545,176334
39086,168310,228103
64897,11248,44
226324,214353,221435
34765,64990,228229
214201,43062,129167
225153,225411,105463
225083,168428,85923
227098,216329,171812
6479,205515,175713
60392,229462,18743
214449,157261,55818
9374,36922,50749
59989,8311,45378
191394,214473,197757
205652,215193,84293
227022,47204,50259
191371,175363,214982
228427,210000,3311
206923,35314,60257
227339,35597,169631
172912,8561,227973
156066,55847,225153
148499,225364,165744
179496,196577,17685
144882,6263,52611
35434,35847,55670
35378,210020,124826
163873,10612,205369
117824,111251,55671
171042,39558,49989
4089,215216,66511
206930,208696,45
175713,221068,229868
45842,215002,227722
206993,42117,22047
55043,124920,46700
226878,58487,215275
4555,225400,169631
170858,145580,53342
139623,172813,230124
121938,227287,45107
57676,143843,165806
223305,214615,215415
214660,168461,57531
9369,227217,133118
196309,40168,43075
158406,35578,227984
213238,215122,4021
8687,225411,209972
35501,57516,32733
217112,10769,9376
197391,35854,223693
168280,9422,215806
227224,200666,227951
64866,45833,29695
221188,214466,1469
175177,181004,227336
135400,225242,29787
209879,209926,4622
227376,215203,24444
7935,34236,22124
214505,214762,34135
39645,214689,88414
51467,65439,67444
205502,209504,227786
228333,117840,43335
125445,40179,49800
9426,221616,1581
153615,149365,159506
216281,135466,66084
209895,57678,62043
128998,227370,103322
215149,11838,226801
125424,195248,41643
174910,223956,11653
171125,6134,27281
183449,131332,200800
10587,226916,168460
35913,3020,1676
209957,4088,46539
144257,214350,155365
175153,205128,55006
107045,35748,50468
142198,222091,175132
184171,217263,41714
47199,67756,227803
227074,55064,486
36703,227371,125392
212320,191365,55846
35790,227742,230282
55019,74064,10857
222706,8561,55304
35695,37120,8711
60129,35636,172910
168632,223995,180137
227360,227219,91282
205697,228985,69381
215324,215243,150481
174914,55734,60249
138647,228421,76789
194746,227178,169149
10558,214681,30757
10746,60185,46131
100572,214679,103247
42363,227927,60203
205523,205487,1740
9415,134825,35748
157229,215182,124466
170455,6804,64063
226419,153629,107080
140506,175169,204057
143789,42874,44922
194467,140070,8380
161175,64938,1811
168373,170995,1157
116239,55677,1598
227163,168446,123860
215299,206984,76078
170912,191400,30231
59495,35724,65551
207848,196209,26346
221267,60116,191362
171615,214959,9328
170950,209929,227096
34946,35799,70986
199539,168413,11650
227039,215223,206988
175118,111252,159443
40162,33360,215029
60074,173293,54167
215044,35599,13187
200654,155512,55678
10366,8031,230077
227035,65116,214573
95007,172682,24421
48323,231921,233932
206456,155497,408
153733,39747,61641
205561,7922,20299
9195,921,59981
33704,228985,20481
150464,153630,223385
154421,43488,60076
225318,42979,27469
42109,8202,222854
227820,229969,156024
3288,151751,85394
204322,214635,61369
183564,169373,24549
42154,215191,142620
39575,146405,41035
231048,215341,447
120952,171125,45179
8281,148330,4906
168334,205109,76211
215164,227409,210024
168366,58270,55734
197661,169288,64563
228393,54445,17661
50052,223170,73197
133659,151105,9283
9295,59998,55988
184912,215336,47024
43121,199302,116351
148221,162320,4860
42141,50840,136477
121199,215053,55560
205697,172768,215063
164212,49563,131105
229445,223968,9383
3499,173252,55555
30727,2582,215084
60194,117661,178340
58695,42343,26
10064,215124,215067
51222,57701,206490
214727,218121,194803
212059,123620,63426
9876,191401,74246
55004,168322,98043
204770,35790,55503
33360,45952,7989
214393,195954,55555
64783,208625,159070
195857,64895,63076
168249,125456,28525
38468,227195,43962
223965,35486,35402
148593,59518,1249
42117,223866,119192
224917,41959,4089
215349,48330,9294
35158,147209,15429
118771,54390,215268
163058,208653,142155
30466,55482,160911
9288,163048,69165
9399,214940,4257
10138,209949,150090
153714,148396,55839
3986,103505,29660
7828,228993,155896
206924,227315,195580
214761,60,23636
223305,206991,122232
214722,112852,63449
225082,175376,76571
42049,218129,75859
51337,228973,205585
207581,137192,2980
145104,9280,1226
223934,35721,227160
168423,159679,225486
58778,155511,89
217281,205476,88911
203994,223382,120714
224271,118513,13914
227939,179530,46539
100069,212301,116399
9417,223171,223938
223983,215147,227397
218158,205776,35511
35867,227955,1204
153817,930,177437
223951,226894,44011
57436,220976,9299
225239,38952,230096
209994,52499,8272
40278,10526,15724
6100,30636,68813
214392,169141,142944
191406,64931,66432
227172,168302,59982
8799,215286,227819
223666,35725,159444
214577,60027,220821
45845,10617,30240
225310,175281,136256
69158,142140,52265
33744,196851,65181
168273,168456,226651
225301,3280,220402
42152,35157,81760
6373,5270,110740
228331,116241,209987
6102,32803,150082
214693,35532,228955
36928,60224,227765
176206,157378,34921
10783,197979,147325
47824,143437,125437
216342,35576,61026
223033,227120,15330
155848,35561,150767
208733,231719,132481
54704,35724,177268
57893,210000,45995
64893,227327,93070
168264,9806,75838
137046,42152,22246
209921,10832,1714
11590,61767,16722
225349,170361,71619
205468,137276,18147
223937,142138,9369
60186,175799,5974
59497,209869,206719
175170,227320,140751
214748,103507,198268
51222,36601,228192
217739,204786,85681
52488,205547,6797
67767,205491,111
51891,210752,44005
217290,183436,62834
162961,221255,55845
8287,168348,89315
48283,3639,205514
215203,229461,222911
158614,172735,45555
40237,226758,135448
7952,227315,228432
163009,214709,17071
225399,175121,44203
171146,208696,133435
164043,175164,227870
214474,58775,8029
18419,60050,227095
214734,225236,228136
215002,48360,153357
172675,175167,58515
39746,227124,33697
215261,204778,50594
55687,111288,148190
121156,10773,221484
205497,51693,154235
121053,64949,145445
206951,168303,150540
228985,64976,43569
117155,39442,981
1051,205533,224469
228417,32781,65299
171125,169100,8027
172697,34187,44540
120008,154344,215246
128995,171073,64969
216305,205680,14943
214396,149395,17310
153463,51652,217744
9267,64871,39760
175145,227816,17660
163072,214463,118509
157259,206540,165787
40260,227200,226880
175145,64967,223629
9304,169278,48025
35526,227295,22655
183701,215299,21120
3505,198057,47804
215148,184306,124444
8379,56856,61387
215007,60153,46288
172693,215045,10782
125531,60003,27313
49454,205469,108256
228982,168493,168367
42688,37120,214399
60276,122200,226747
161147,170375,222485
229147,55847,168893
215065,195954,1315
168376,6325,4165
130872,205476,207556
123658,215303,51860
155521,55118,22750
199303,162934,208200
38627,60223,213673
61232,180820,44652
112465,223433,214460
159742,61657,1310
145027,208653,42917
226545,156050,60959
227415,214517,44094
133474,36475,28352
130918,10767,227137
168287,157381,43674
168365,227062,41358
33865,210021,14889
35573,231615,215318
4472,214972,160860
127362,223962,35736
156726,214361,1278
9423,209929,8644
198220,30466,195580
209973,168451,223249
144976,51424,112476
218124,214940,115835
174465,56125,47067
8465,217736,37487
123751,204944,127519
215140,8063,1672
41561,170447,17235
36850,41563,75213
205198,136260,110740
55111,216322,227848
65439,216399,1584
217263,231014,14669
228645,7407,11419
937,142199,32412
157018,33638,69019
40211,227419,26827
64866,227190,46217
50038,140351,35516
74211,58913,48297
227107,215163,177792
51321,194467,103278
60210,10951,227640
116482,209885,61369
224794,227828,121199
35952,125436,224746
51402,206120,50125
41566,214463,1783
226323,165226,85681
171980,191376,152156
153633,10964,125529
138785,30633,17566
214685,225369,66511
170091,9269,177670
9292,50016,209306
206973,162936,131314
231378,174153,68608
151949,170705,29575
221358,8034,7360
228985,145033,122685
214689,223958,198057
131411,110212,198517
92185,168371,69237
225869,9968,43158
227029,215239,70394
143289,139120,6316
45953,226855,64644
170170,227398,10206
41356,168264,2648
231369,214986,215213
129998,35438,222419
35653,175270,227799
65439,76849,1756
67770,148015,222431
39751,117825,210010
205470,171615,173039
60175,7935,138850
42955,227110,6319
223988,3111,11558
55005,151529,212350
227356,65364,61359
51918,175172,215250
151529,170375,222344
206947,164874,60121
60078,197645,86308
191358,227304,53361
229471,227197,16204
43054,227327,124970
205692,153575,204494
209878,216401,54761
3533,214625,229788
143697,148091,8123
139401,41567,14443
168434,102496,11573
119598,7912,61324
215081,65133,122802
173380,148221,69740
231918,209898,44851
32654,3002,82063
168422,147724,228354
171603,215160,66615
148726,227357,41858
8800,168388,18066
180344,100572,78758
204488,10767,172756
43118,35585,74662
60392,9232,35497
227237,223662,180525
60131,198057,135412
172808,139272,169833
177182,62278,51091
212015,153574,110299
65074,205521,130909
229463,171989,69029
214493,215000,226195
210188,4153,168470
172747,214606,171435
214745,184136,4412
8114,7923,205668
225367,205455,19589
209867,11259,88163
35447,10611,33839
175171,168285,55135
139523,130570,146530
221071,174409,93062
227138,224416,71111
35855,4085,149506
143892,227305,158708
6335,151439,62973
227088,175116,56435
175171,170866,1683
226544,11533,227870
35671,9462,194502
35666,217573,58774
209917,184237,1601
218120,217747,36755
175176,227187,169631
223923,48328,195871
57957,40202,22750
197847,51310,224422
183157,10781,160575
6297,144626,24932
214946,34303,58243
8083,180965,206108
197773,55734,162998
69157,175233,64722
205885,206116,76147
125424,227406,53143
39688,64813,87564
218070,47823,15214
35950,59517,2983
39975,209507,131285
172811,123631,44725
57655,223969,216288
3939,7407,50405
142046,54435,209850
175192,198268,156262
65041,231919,43488
60034,169120,227339
219078,33930,1739
11420,55681,142511
205562,64644,122492
227260,216314,123343
156060,152798,106786
6555,231352,148304
180056,57675,63181
214587,172813,52461
37101,205719,214666
171022,214384,214530
221258,229476,7934
215185,197320,92305
232122,171024,143834
35721,196600,172749
35595,6894,28559
65315,223034,214156
218128,162871,173311
214463,215334,45110
155520,158303,226507
11157,137925,3817
9403,219693,12943
226415,224189,27602
214730,10853,227212
33823,150792,1019
172736,43128,110313
214678,11265,149077
105319,4474,26278
6943,7891,118522
209851,35785,32195
143493,48319,6479
183330,55028,103301
11259,55733,205420
136631,214508,87175
224822,227098,215367
153701,59516,32107
132311,60288,86476
60148,214656,1514
43079,215020,143481
221260,208730,42443
208579,52076,44755
60144,3110,40731
218198,144260,158570
214144,4405,128033
223954,35563,209939
5736,204691,1511
171051,206062,24693
227034,55737,218926
157909,171481,58984
172723,215261,84853
216399,148252,214456
38775,139120,10964
209873,5269,47920
68615,5469,119155
214645,231918,36844
6101,219352,175607
214490,154430,43085
223306,134808,42494
205546,227941,1444
220821,43260,61399
69146,10756,69173
224436,208707,103959
9852,8260,47012
6105,231713,39414
214543,218121,27825
223622,168483,41886
9160,226571,35962
228338,168306,61897
216403,33114,142594
172791,175343,95286
64918,208525,92268
168278,227149,115469
183703,55494,38997
215030,39809,133868
169373,162925,40731
131768,35575,147387
194493,218131,227853
43335,225328,144606
8201,172904,8562
179582,55755,178585
146939,216388,10773
55057,227043,42873
225080,121937,56921
216319,227358,1505
226723,215099,33751
55159,55661,32802
2881,215025,144950
210012,168427,231720
214634,7958,16343
139843,170793,3531
39258,169260,84853
118771,229457,229574
227321,175278,45290
9434,229657,134134
214697,8201,45468
64898,18423,10560
39975,222091,158276
35570,60176,60506
214580,60237,214579
55078,205491,59842
168488,40075,165695
206113,168319,1284
10343,214945,929
215197,209903,49136
48179,143653,181184
6105,56276,125079
42688,110412,205745
60150,224509,206614
60179,59999,67359
136253,215256,86282
37133,206984,69800
205689,206115,230341
157385,219559,222705
9346,183527,57488
9272,34187,225658
6297,206922,119608
170996,162264,177970
209940,227144,44585
168404,168256,14792
227204,175272,65144
168344,102580,74
226532,143412,16212
4485,172752,1809
51310,223196,44734
60119,161116,59230
51853,215376,57498
8025,224615,98938
143833,59511,229636
143275,214453,135409
224204,60401,45417
205467,214959,125403
170878,94957,179991
145682,42109,44365
6672,215176,146687
9449,213958,5687
154217,154108,49074
172715,40215,170945
60044,36489,10937
55019,4640,44513
172774,134217,65044
126512,110077,49946
10223,183181,9330
35746,137124,215301
214736,70229,143700
223923,183499,125456
164729,217107,171013
10967,214750,76208
162915,209976,60057
168322,209836,214706
42332,168304,6831
36921,60298,6334
57701,213159,39153
198595,40260,83970
223430,206921,46565
4099,206969,25363
149507,211393,25980
64870,226630,50603
168453,221254,146701
154217,39295,65278
206976,45668,6844
217107,214668,131112
231386,227825,33968
227133,171083,30267
37131,63489,61174
9415,220578,227353
55028,219004,4837
231722,172738,44982
215203,215054,51781
206927,8918,44928
174819,222707,225301
205199,221485,57346
7405,117841,46217
33387,209971,87617
7005,180528,43070
37120,32796,62330
215376,143782,214963
65376,183440,168379
35675,37631,12773
172725,204483,40632
162961,34619,50018
65374,60198,210018
60292,30636,78872
227941,59482,108617
59528,59513,164887
9421,224203,144454
35850,145076,43989
209955,225391,194561
11573,131334,177255
39196,150724,6336
35428,60223,14461
131332,146945,218257
225401,59482,9066
215081,168252,115476
172697,212325,26942
42980,151506,50218
119624,151949,62328
168271,11410,58984
205514,65314,162261
33374,58000,72040
171424,76849,168390
214530,230903,10345
124920,41947,139542
175359,35505,139731
11324,137192,197750
217279,42564,229986
942,218090,103479
222396,59491,83855
215288,215098,41926
32729,52046,210028
214707,6102,70876
175284,184642,9417
11332,204487,44124
215360,226406,43708
11436,211358,140254
217964,30291,215173
170273,7734,110740
208624,204790,155490
225846,116575,229991
227426,227233,72071
217236,195080,66419
227140,215262,86365
223856,9275,220342
11853,8198,49274
135400,227125,229142
214149,62567,7906
60264,206956,98223
47539,10964,73224
64697,174606,166451
123628,135137,145385
157359,32719,215067
147724,39832,49560
209853,59996,206960
228334,170986,50595
48283,157353,119743
11347,9962,126471
168341,30477,62486
170868,213673,218617
219567,33942,25424
214514,221355,77818
36864,231377,55611
208126,9342,173336
149507,53040,53149
227384,148396,215150
223858,191416,154144
204786,116245,146570
224954,214701,119620
217114,9311,65561
11002,200642,226564
9806,231056,124319
48197,229364,157357
227103,214543,8723
51337,39704,204934
205200,155481,26071
9405,231354,18408
214973,229453,50625
208690,43456,44220
35537,55728,45347
168371,214767,228113
215211,225867,206964
215145,3087,9253
215174,226568,177344
125691,150500,164046
36851,65270,165695
227218,168319,65008
8208,63489,89637
223959,4262,117637
150796,3067,64072
58111,227739,228229
231556,229456,130265
169277,215116,195911
213995,215284,56406
35640,222462,214506
217124,209877,43627
168280,168307,168460
35484,210061,230053
223973,74262,181082
209949,215291,36456
39217,9839,8027
227261,204150,5944
60224,10854,145843
223958,175201,58057
221250,227425,205525
214723,169289,33857
57958,170904,119477
170386,155481,45958
222705,208525,149087
65072,180107,231347
184362,35473,50037
207584,35450,217185
163000,139760,222096
214719,227272,53417
215336,214451,101676
175124,58505,49887
227985,5469,155534
4466,161238,213721
223962,191371,195535
139210,231348,81721
224273,205731,9445
148710,4154,222396
148595,227520,1588
168412,221251,8275
168478,56417,26492
65235,210063,9341
48515,30856,50483
214589,35649,17566
143843,212100,69400
36479,9342,228956
8380,129845,227790
226570,227351,29179
227362,151466,177756
42332,2879,43054
36978,36746,89764
205532,35497,141932
200650,6831,86337
60098,30292,9246
227023,214491,103772
7915,35854,43933
227993,9269,227069
206984,9374,74121
205561,226916,92587
228426,227113,30466
194798,151534,177193
227124,205489,20063
161725,38719,34905
35853,46865,163971
35601,35788,8253
35437,151502,150441
157263,103505,159494
214689,49137,68779
214600,225342,205794
205211,57222,60167
175598,35408,118246
123613,130918,40110
171051,34620,65676
227938,227978,85681
227131,47831,227795
224509,3342,209975
35671,11154,215382
168416,8260,7076
170451,11345,163858
214596,215166,163943
168360,6105,35526
158362,39244,209441
42158,222919,53349
58319,227741,228108
40245,170957,28009
215293,139532,51137
227419,168254,41892
32674,7645,231754
227932,64999,222913
35507,64944,44673
225235,225084,45007
43232,136645,208200
37132,60950,215019
170868,151793,175407
10930,35915,43224
40138,120698,61470
51693,40154,170942
8024,215312,50545
175544,218140,214700
183564,143700,63662
40279,33839,16246
218198,150500,140011
215126,59663,50659
229454,39322,168436
220820,50719,117834
144209,42143,4789
34001,205769,214526
10064,8066,228129
43040,223737,72881
215190,162958,206967
205691,223625,230122
223648,227142,118800
217955,229462,228047
206967,229999,23870
11261,227054,144458
139685,228979,44953
92610,180810,34788
155486,35809,215148
215299,205127,230968
214437,226653,34137
225657,205539,37756
155520,214473,130159
41564,206997,54228
9537,157360,97734
171943,151547,175240
40244,6105,22163
55140,6050,51868
205460,9496,59471
212340,38570,224447
214986,223181,204491
227994,175287,129745
164053,214547,224940
226889,223396,227143
227050,169434,19974
154428,224169,232132
226898,127362,132982
7780,10765,152387
205534,221256,227274
181061,65138,1246
35624,60213,177096
157909,175399,164049
225368,160848,11404
225253,205719,172944
64944,215154,65172
59996,37153,208625
6552,225416,54386
148221,228883,35446
227986,184306,35486
206959,143225,41603
52228,225331,131087
215217,39309,225414
43593,174752,131774
213870,225315,1679
123964,222925,14802
55692,52495,195586
171013,175280,56351
184301,205502,173175
9978,41734,59920
215096,35743,226269
147787,148349,79330
231716,224494,161546
214743,35594,46081
9114,65439,220827
215310,205496,89817
172774,153943,202748
60121,152066,173531
205754,59512,184912
149582,9248,175359
227742,58679,227115
214401,129915,1315
55494,155504,191363
42150,172746,168264
226331,92882,64523
35489,209022,74415
60291,50089,23731
217963,214392,98067
224416,217281,132989
214596,227028,92726
172724,220579,51391
215116,35589,55555
143834,140063,161813
227316,9303,39403
60206,168462,34284
172818,9460,24087
150373,227055,228102
142288,227178,12175
126524,205497,214765
156060,4625,88327
215074,49556,168268
5909,56107,138688
125431,213269,207590
199303,132982,197493
215300,117828,85695
10577,225398,203996
199829,215032,159446
137428,143183,178329
5739,60120,44976
171013,219475,46648
124323,65072,66824
142134,152705,73903
57098,171073,77089
6322,204783,168460
36990,175162,18483
214969,69137,576
9838,215160,122507
215900,136768,178063
215222,215299,172395
175250,222457,11209
221187,216404,176666
225415,125468,168793
10765,205426,148349
35721,58942,139122
60047,6108,64562
227741,3743,227835
223634,9460,44726
10773,51225,1226
225375,224898,89964
206121,42825,50797
60180,35666,136722
213685,43067,45233
180344,213673,218070
111251,59999,161781
7891,60193,228965
8070,205477,54705
209306,179279,195117
42734,59485,159438
215201,220620,20112
153762,36716,73434
8973,214931,41695
163997,155495,125445
55155,124332,35852
146487,125468,219474
168627,205106,107763
209950,227049,43678
227076,200643,37105
217003,214569,45487
10773,221247,123683
207000,7397,215070
227373,216327,177756
229832,125419,161175
158293,209927,152380
214545,5269,22230
168341,60046,44927
228983,155502,76932
214377,171430,179553
36992,11912,45387
218135,228962,214959
231086,217290,4658
3020,4551,122797
168468,227947,227165
231352,175544,46048
150827,9158,33569
5269,156597,168380
191411,6315,59935
174606,230903,58695
65458,208867,33490
60775,68571,122887
7972,60273,45903
215062,60056,215084
43211,227388,42433
54042,55152,164917
172716,51652,46687
175269,168431,210190
142138,215082,177785
214643,60068,1608
122275,32719,46574
39832,143283,170197
35875,220602,215183
218096,223866,174808
60266,57937,50326
151793,228343,221625
4646,60173,69444
222922,54375,136333
231381,163247,44202
214452,39474,29135
217236,147341,213684
208698,65416,62166
154652,180056,52276
210028,214659,181109
35569,152653,65591
218072,10222,110707
229452,194307,220589
214549,32774,64840
228407,125463,122636
160931,35338,227070
145027,224423,59960
